session_id,GENERAL / Type,CAMP / camp_id,TIME DATA / start_time,TIME DATA / end_time,ASSESS / goals,ASSESS / highlighted,ASSESS / best,ASSESS / To Work,ASSESS / assessment_boolean,GENERAL / Results,ASSESS / Standard move,audionotes,ASSESS / Wind Pattern
llBsySq5R6qZr5AHHoTW-Q,Training,8XlvThljTuGTZWmc1fXCgg,"5/1/2026, 4:00:00 p. m.","5/1/2026, 7:30:00 p. m.",,,"Velocidad cuando ibamos al corner los dos y esas viradas tmb

Pegada con mayor suelta en arrancada light wind.

Velocidad popa cuando levanto. Mas a proa q normalmente y cuando encuentro la escora justa todo chiquitito sin desarmarme. 

Las buenas gybes vinieron de un globo pasando rapido y pudiendo pegar c una proa mas baja.

","Viradas con muy poco. No tener miedo a soltar en las malas. Probar pegar ya con mayor suelta.

Velocidad cuando levanto. Viradas salir c mayor mas suelta y foco en q recupere veloza y no en engancharme.

Ganar el pin ):, y si no gano el pin por lo menos un lane con margen para ir rapido.

Si meto controles temprano me voy de costado!!!! (Esa del ejecicio q no podiamos orzar)
",,,,,
tzQBlWaLS.WWOStV.1pFzw,Training,8XlvThljTuGTZWmc1fXCgg,"6/1/2026, 7:30:00 a. m.","6/1/2026, 10:30:00 a. m.","- buen feeling cuando maxi dejaba el timon mas duro como trabando un poco la ida para arriba

- coment ian teorico ir probando cuando va rapido el barco cargarlo mas con escota te permite 

- animarse a soltar mucha mayor en la virada

- gibes dejar mas clavado el globo",,"Buenos recorridos cortos prolijos, sin fallar.

Las buenas gybes c viento vinieron de poder subirme antes de ir asi tengo confianza del nuevo lado de q no me va a costar engancharme y hago performance gybe en vez de esconder nariz para abajo. 

","No me puedo ir del cuadrado de la largada, alguien tiene q estar atento a eso. 

En cenida en planeo, cuando la mayor no va boba, no mover tanto el timon. Todo mas quieto. 

En planeo, si se escora en cenida no se frena (interesante punto) puedo tener mucho mas fuerte el timon para no dejarlo ir. 

Pero si estoy lento y se escora ahi si es grave. 

En promedio mas a popa, creo q especialmente en el borde de malas q ibamos rebotando y no terminabamos de encontrar el balance. 

Tadeo mirar a barco de barlo cuando venimos a sota

",,,,,
QOHLNGXDQ9Wj5YEPjzNPEg,Training,a.8silI8sRdWTUuoCunC8CA,"6/1/2026, 7:30:00 a. m.","6/1/2026, 10:30:00 a. m.","Manage frustration and unexpected thing when we are training in high intensity and volume

",,"Gybes, good ones when Nev was trusting the amount of rudder in the entry to sprint to the new wing and still have a great rotation in the second part

Tacks, better consistancy

Port tack understanding. Where and how to position against other boats","Exit on the tacks when it’s flat water, Nev can push to be closer to Ian

Everyone feels frustrated, doesn’t happen just to us

",,,,,
6KJ8mSwFRpOAcJ77n5Q47A,Training,8XlvThljTuGTZWmc1fXCgg,"7/1/2026, 5:30:00 p. m.","7/1/2026, 7:00:00 p. m.","- no tumbadas boludeando 
- poder derivar con trapecios altos y yo a la mayor
- virar contraescora, y llegar antes al otro lado y salir con contra escora y mayor bien suelta
- derivada recuperar la mayor rapido una vez que deriba ",,"Mantener rapido para derivar, no pasa nada soltar un poco de mayor para q acelere. Creo q no hice lo de orzar antes de derivar. 
Agarrarlo a tadeo en la derivada asi quedamos mas a popa.

Bien plano el barco antes de virar. 


","- trasluchar y dejar el globo clavado y salir con el globo check y desp pasarlo

- viradas salir antes de que el barco este del otro borde y salir con la mayor bien suelta

Importancia de estar atento ql foque pq si queda cazado en cenida me tumbo. O si la virada es mala tmb.",,,,,
mBdKBEpKSD6Y2Bpt.RH3Ew,Training,a.8silI8sRdWTUuoCunC8CA,"8/1/2026, 9:50:00 a. m.","8/1/2026, 11:40:00 a. m.",,,"Tacks were much better, 
Those ones were Nev was able to put the knee down in the exit and be smooth out helped the peach a lot

Gybing technique, we are being able to be earlier with more weight out avoiding low angle in the exit and better speed through the turn","Do more kiwi drops

Anticipate boat to boat when approaching layline to avoid being over lay at the top mark in survival conditions

Figures 8s to gain confidence on kiwi drops
",,,,"¡Hola, hola, hola! ¡Hola, Juanchi!Pará, pará, me copiás. ¿Cómo es? Graba otra cosa, graba otra cosa. ¡Hola!",
HQrAY26TQHKdVESqEkf3LA,Training,a.8silI8sRdWTUuoCunC8CA,"7/1/2026, 5:30:00 p. m.","7/1/2026, 6:15:00 p. m.",,,"Maintaining great level in survival conditions

Tacks and gybes look solid

Bear aways were solid too",UW straight line. How to work the jib when the next gust will blow the boat out of the water,,,,,
VYpvON97QZK2.xOkKGRABQ,Training,8XlvThljTuGTZWmc1fXCgg,"8/1/2026, 9:30:00 a. m.","8/1/2026, 11:30:00 a. m.",,,"

Si o si peso afuera para orzar.

Confirmado q para derivar barco rapido no importa si me baja la proa. Tadeo manda el call.

Si esta jodido el ocho, tiene q haber un voy, pq no necesariamente el giro va a ser continuo, porahi derivo u espero a ptra pla para ir.

Dormirlo antes de virar para q no se nos escora mientras giramos.
",,,,,,
pu1P0BF7QMeBuSzGlKztQg,Training,8XlvThljTuGTZWmc1fXCgg,"8/1/2026, 5:00:00 p. m.","8/1/2026, 6:00:00 p. m.",,false,"Cuando planea, puedo ir soltando despacito hasta llegar a un punto q se clave y va todo muy chiquito, y en ese punto es el q la escora no jode.",,,,,,
so9DBkENTuCzg7E1IamZJg,Training,a.8silI8sRdWTUuoCunC8CA,"9/1/2026, 2:36:00 p. m.","9/1/2026, 4:10:00 p. m.","Have a solid sesh in windy conditions.
Try kiwi drops, gybesets and tight manouvers",,"Solid around race course

Great confidence to kiwi drop 

Improved gybes a lot, boat was allways turning
","Tack entry in chop. Body lowers in the entry and know that the entry is more “fragile”, the boat colapses quicker so we have to be precise and faster in!

UW straight line, jib trim, moding",,,,,
iAi7B.raSTmg6i-9fd7GLQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"13/1/2026, 6:10:00 p. m.","13/1/2026, 8:32:00 p. m.",,,"- + confianza en las viradas, mejor rotacion del barco y mas sincro + buen recurso la soltada de mayor en la salida (falta aprender a graduarlo)

- truco de los 8 entrar el pie de atras un poco al ala para tener un mejor apoyo y más confianza en especial de malas a buenas

- fluidez en el check + pasada de globo mientras me traslado (nuevo truco, hacer la caminata en el ala para llegar mas cerca de los motones y poder pasar + rapido el globo mientras me traslado) + salida ian desde el ala probar, (me dio buena sensación)

- buena sensación de soltar mayor en línea recta barco acelera e ir devuelta adentro y encontrar el loop","- virada con pesos desde mas a popa en el chopp (probar)

- entrada triming a la virada hasta ultimo segundo 

- sincro deribada hasta que punto me puedo quedar afuera y acelera e ir coordinando eso

- poder hablar más preciso en las que son vueltas cortas y vengo con corazon el la boca

- probar subirse mas de trapecio en la línea recta con mucho chopp buscando ir mas plano",,,,,
tqBUFzZHR3OtRFOmqdZKTA,Training,cKL1Uo11QDWnwEfu0vz39Q,"16/1/2026, 8:25:00 a. m.","16/1/2026, 11:25:00 a. m.","- 8 con 17-18 kts: cordinar la entrada con el va, y buscar ir juntos, quemar bien foque antes d ir y navehar rapidos las alas (solucionar largo escota foque)

- viradas con chopp muy grande buscar el giro para llegar al otro lado y la consistencia: Hoy estaban difícil de leer los inicios, prioridad caer al otro lado con la mayor bien abierta y triming y desp gancho

- Linea recta buscar evitar ir rebotando entre ir alto e ir deribado, subirnos bien de trapecio para evitar el chopp y poder ir plano, ir una parte con la mayor una parte con el timon, foque buscar ese in que nos permite encontrar la proa

- trabajar los laylines ",,"- primero 8 del dia muy prolijos y seguros con confianza 

Tirarme para atras y adentro y de ahi entrar en el ocho. La de burling.

","- laylines hoy en promedio largos
- salida de la virada full triming
- entrada a la virada buscando quedar ful plano
- cuando vamos de buenas los barcos los ve maxi cuando vamos de malas ir mirando y cantarlos yo
- linea recta buscar esa estabilidad y aplanar el barco en el chopp

Medir cuanto me acerco en el leebow en base a donde esta el otro barco. Cuando mas cruzo me puedo acercar mas, cuando mas atras estoy con respecto al cruce, mas respeto a la distancia pq sino me pisa. 

Buscar consistencia en maniobras!!!

Ochos si es en el lugar o c mas distancia la fuerza G va a ser distinta. 

Prolijidad en general, c escotas y eso pq si se nos enreda la maniobra generalmente virada, no es buena

",,,,,
Dej.rtRnR4ygQvvtLLHSpQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"16/1/2026, 6:30:00 p. m.","16/1/2026, 8:25:00 p. m.","- linea recta machear feeling
- viradas mayor bien suelta y seguir trimando out
- comunicar lo que viene de viento para así calibrar la llevada
",,"- cuando la comunicación iba encontrandose el balance aparecia

- buenas las viradas de esta sech

- mejor el balance conocido los limites, las calles que habla fede la calle alta te hace que después te vayas a la calle baja Y después te quedas en un ping pong. Si no lo perdemos nos quedamos entre calles

- Usar y comunicar las predicciones viene viento y es negada, y lo proximo es soltar vang etc

- llevada globo bien bolado y cazando en los planos y cantando las presiones


Usar los momentos de menos ola para disparar q lo vi bueno a eso. 
LIDERAR en mayuscula.
Maxi mas calls de grip. 
Maxi mas rango de mayor en la popa y full rapido con ese trimming para q dispare rapido pero tmb poder cazar full rapido. 
Y ola o no ola, el barco clavado plano en popa.
Visualizacion de trayectoria del kiwi",,,,,,
MpCiBP93QDyiHe6-VuU2rg,Training,cKL1Uo11QDWnwEfu0vz39Q,"19/1/2026, 1:30:00 p. m.","19/1/2026, 5:04:00 p. m.",,,"- feling en la mayor: buscar desp de soltar o antes de que el barco se venga ir fuerte y corto con la mayor para adentro usando mas la mano de adelante, eso nos permitia ir mas planos y buen vmg mas alto

- Soltar el alto medio punto con esos 14 kts y subir un poco mas la orza que lo normal dio buena sensación 

- buscar la sensación para estandarizar las entradas a las trasluchadas el call y ademas esa sensación de los dos tirar a la vez del trap y de esa manera buscar ganar ese segundo que el barco va 

- cuando esta por venirse el barco saber que hay un poco mas en como y cuanto metemos la mayor se puede apretar con toda y colgarnos a fondo para que el barco aguante con el cuerpo bien estirado y la mayor bien apretada

— gabriel destaco nuestra explosividad cuando el barco se iba a quedar sin power el crunch explosivo como nuestro buen recurso seguir trabajando en esa linea","Saber si estoy under o over para ver q heeling poner. Under apoyo un poco, over contraescoro.

Automatizar la tirada de escota en la virada asi no se enganchan las cosas.

Tener el recurso de virar con el foque en la mano.

Subirme de trap para trasluchar

Mayor mas suelta en popa (cambiar a ese modo mas alto mas temprano)

Entrenar el sacar el pie del strap en la izada.

Laylines pasados siempre no se ve la consecuencia solo pero es grave en regata.

Tener un trigger en las maniobras.

Velocidad para todo lo q hago! Todo el tiempo ajustes chiquitos pero todooo el tiempoo.",,,,,
LrVUzQT2RCSUwbG5AahYPg,Training,cKL1Uo11QDWnwEfu0vz39Q,"20/1/2026, 1:00:00 p. m.","20/1/2026, 5:33:00 p. m.","- focus en el triming de mayor, buscar un barco que pueda aguantar lanes, y maxi ser el que da el call de ya demasiado grip

- adaptación a la condicion salimos con un prono de que iba a estar levantando el viento.. eso no paso cambio de chip poco viento pies de algodón, atras del barco

- Entradas a las gibes en condicion planing sincro

- kiwidrops",,"- mejora en los 8 cuando le pusimos esa actitud ganadora que pedía Gabriel exprimir mas el barco, leve balanceo para ir generando entre las marcas, cuidar la escora que las alas no toquen, escorar para virar, pegar y entrar fuerte de la pegada para generar otro pump, maxi pasar los battens

- mañobras en la linea, comunicación y anticipacion, calculo de segundos a la linea y ejecución en base a eso. (Hoy buenas bajadas de proa desde estar al viento)

- Aprender a navegar bien con lo que se tiene usando los controles, e ir buscando los cambios de puesta a punto pero no volverse loco sino haciendo un balance entre ambas filosofías

- actitud e intencidad en los entrenamientos para confiar en el proceso ","- balance con la mayor y feedback y preguntas hasta calibrar la sensación, anticipando esos momentos que va a perder presion

- intensidad en el buscar exprimir mas el barco

- estandarizar las entradas a las traslu como ya tenemos las viradas

- tomar mas agua

- PONERSE LOS ZAPATOS DE BAILARINA

Atento a dnde tengo la mayor para no quedar regalado en la przada o arrancada. Si la trngo muy suelta no llego a cazarla.

Cazar antes de gybes. Pasos es cazo, me subo y ke fui. ",,,,,
ndGw8IiXT0i-X3VaVvkkeQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"21/1/2026, 4:16:00 p. m.","21/1/2026, 7:59:00 p. m.","- kiwi 
- balance mayor + carga
- entradas de las gibes
",,"- triming de mayor anticipar con la mayor los momentos en los que el barco se va a venir y de esa manera ir giando a maxi con la proa e ir mas plano

- largadas, velas mas cazadas barco con mas escora, y de esa forma frenar mas

- desp cerca del shooting contraescorar Y desde ahi dispara","- 8 viarando si saltamos ola saber que gira menos

- foque in para los 8 virando

- cambios de manos para practicar durante los 8. Usar los 8 como si fuesen rounding

- 8 gibe: hoy fueron muy buenas las entradas que nos daba margen para dsp estar antes del otro lado


Comunicacion largadas:
- roles
- standar moves, etc",,,,,
6fsuYAU4RdyCG4n9t6KuNg,Training,P4abE.LORLGrEEDFL3KFVw,"21/1/2026, 9:00:00 p. m.","21/1/2026, 11:20:00 p. m.",,,,,,,,,
djj8T72PSh601eUVfK1tcg,Training,cKL1Uo11QDWnwEfu0vz39Q,"22/1/2026, 4:15:00 p. m.","22/1/2026, 8:00:00 p. m.",,,,"- 8 virando cuanto entra la mayor para que la virada sea buena, tirar la escota bien para abajo con la mano para que maxi la agarre desde el block esperar a que agarre y dsp soltar foque

- 8 trasluchando, cuando buscamos salir altos de la boya ver balance foque mayor para que salga alto pero no se trabe

- Largadas forma de frenar: con escora y la mayor in y foque regulando la proa cuerpos al medio pero buscando mantener una escora constante

- largadas hacer el ejercicio de cantar a los cuanto vamos a salir y distancia a la linea e ir calibrando

- kiwidrop y arriadas con viento poner rodilla al ala para mas safe y empezar desde el retrever y después disparar


- mañobras avisar y usar call estoy cansado para buscar un timing mas conservador 



",,,,,
EeprQg6xRluXYvgfrD7ASg,Training,P4abE.LORLGrEEDFL3KFVw,"22/1/2026, 9:30:00 p. m.","23/1/2026, 12:30:00 a. m.",,,,,,,,,
VnZEIWRERFmZePehivb-Ew,Training,cKL1Uo11QDWnwEfu0vz39Q,"23/1/2026, 10:27:00 a. m.","23/1/2026, 1:57:00 p. m.","- low speed manovers
- esperar con las velas mas cazadas y escora maxi directo desde la botavara la mayor yo con los pesos
- cantar en todas las largadas time and distance
- cuidar mucho la escora del barco en esa condicion ",,,"- matener el barco en promedio con un gradito de escora nos va a dar mejor linea

- viradas hacer la entrada sin saltar yo apenas antes y main full in estar reactivo a salir explotando si es que agarra poca presion 

- cantar numeros de compas desp de cada mañobra",,,,,
Hv0ztBoDS1OPCWyzm3rENw,Training,P4abE.LORLGrEEDFL3KFVw,"25/1/2026, 11:04:00 p. m.","26/1/2026, 1:30:00 a. m.","Moding in offshore racing

When to play the wind, when to play the fleet",,"DW speed

Manouvers around the course

Interaction after races 
","Gate rounding, make sure to prioritize high mode after rounding the mark to make the second uncomfortable

Moding UW

How to swop mindset of serching the wind and capitalizing gains 
",,,"After the start or gate, there are sometimes opportunities to capilize a quick gain. Mostly when it’s uncertain what it will happen with the wind in the big picture",,
57kvas1DThG4Nsu-xl0q2Q,Training,P4abE.LORLGrEEDFL3KFVw,"26/1/2026, 9:00:00 p. m.","27/1/2026, 12:15:00 a. m.","Agresive in the start line

Heeling consistancy

Being communicative on what we are looking for in the UW",,Trying something new in the UW strategy. Capitalizing when there was an inmidiate gain when was uncertain in the big picture,Attitude. There was frustration while was a tricky day. Knowing that results were going to be upside down,,,,,
aWcFrsQCRiyFavQQbiUHOQ,Training,P4abE.LORLGrEEDFL3KFVw,"27/1/2026, 9:40:00 p. m.","27/1/2026, 11:48:00 p. m.","Light air/ marginal double trap

Be agressive in the starts. 
Find clear lanes off the line to develop speed and do not stay trapped between boats

Boat to boat in the DW
",,"Starts. Boat control. Getting more confidence to win the pin with secureness

Boat to boat in the DW, we won each one we had

DW, The importance of going to Layline in this condition is sometimes way stronger than going early","Jib trim in the last 30 secs when comit to win the pin. 

In the figure 8’s tacking, we should jump into the middle instead of making a step. This will help the boat to glide and do a planing turn

After rolling a boat DW, make sure we sail quick and position so we don’t suffer in the next gybe",,,,,
Zu2alfdiTPSvZk5J8AV-vQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"27/1/2026, 5:26:00 p. m.","27/1/2026, 8:26:00 p. m.","- linea en los kiwi

- Procedimiento de largada
- medir viento
- tomar referencia 
- navegar virada y deribada 
- medir la linea 
- me posiciono 

Armar y trabajar una rutina con estos items de forma que haya un sistema y siempre navegar razonándo",true,,,,,,,
4b45-Lh6TR2ZjARPOCnWng,Training,cKL1Uo11QDWnwEfu0vz39Q,"28/1/2026, 7:45:00 a. m.","28/1/2026, 11:00:00 a. m.",,,"- mejores kiwis por mas que estaba muy cansado (claves mirar la boya, pedir a maxi aplanar, tecnic gavo se puede arriar más tarde, ponerle un poco de peso a maxi para que rote, del nuevo lado salir bien afuera).

- entradas a las trasluchadas super firmes y con plataforma margen para maxi poder rotar mas rapido cuando queremos apretar

- practica del time and distance con corriente a favor, estubimos en promedio del lado tarde, ir calibrando el que significa shooting a los (tanto numero)

- buenas izadas con pegar los dos (a mejorar recordar a maxi que post kiwidrop la izada es un poco mas lenta y la escota tiene slack)

","- Mejorar sistema que suelta cuni para arriba
- afinando el como entrar al barco en la derivada que es lo mejor
- viradas crossover salir los dos con peso + a proa

- en las arrancadas viento crossover salir con menos vang ir probando, maxi balance cuanta main en la pegada y apretar fuerte desp, dejar salir mas a maxi pegada juntos ir coordinando desde ahi",,,,,
a4wcPsxpT2GH.Wf.8mG-KQ,Regatta,P4abE.LORLGrEEDFL3KFVw,"28/1/2026, 7:50:00 p. m.","28/1/2026, 11:20:00 p. m.","4 days
16 races
-starts, aggressive and sharp
-offshore, accepting the situation and resetting to the present
-analysis on the last 15% game DW
-moding for tactics 
	-heel, particularly in offshore breeze
Adapting warm up for TOD",,"Won pin twice

Staying calm and focus to get opportunities when things where tricky and tough

Small changes that made the boat a bit better for last race","How to win the pin without forcing too much the mode to make the mark and compromise vmg

DW straight line, releasing a bit more the main, “touching more with the shoulders and flattening the boat a bit more

Port start, different ideas on how to position when pin end is so favoured
First on port secures a clear lane and has to be related to a strategical call. If not, better to start on stb and tack early",,,"When tricky and uncertain, follow instinct, only cover when we have a stronger lane than the others
Accept! And think from there",,
o0CJ8alxQyugRD5P4u.U9A,Regatta,P4abE.LORLGrEEDFL3KFVw,"29/1/2026, 6:15:00 p. m.","29/1/2026, 10:50:00 p. m.",,,"Defending the pin agresively in one of the races

Wolf mode on

","Agresiveness in defending the pin when someone is going to fit tight between us and the mark

UW, Get to the last 2% of the corner at leat to tack when is 6/7 knts

Try going deeper into the layline DW, seems that we oftenly go early not to suffer dirty air of the boats that went infront but there’s still gain to be made be going to layline

When leading, close those race and take more wins…

",,,,,
jw.VNAl4Q3abd49CX1hxSw,Regatta,P4abE.LORLGrEEDFL3KFVw,"30/1/2026, 6:15:00 p. m.","30/1/2026, 11:05:00 p. m.",,,"Trying things as jib configuration,","When crossing the course DW, making sure we go with pressure. It seemed like we were crossing because the other side was stronger and we ended up loosing with both

Keep trying to make it simple and focus on speed

DW try to load a bit more the boat and make the double trap possible to think more on speed than soak

",,,,,
JZPIxgXbQDSxDh5oujTWpQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"31/1/2026, 4:58:00 a. m.","31/1/2026, 4:58:00 a. m.",,,,,,,,,
a-UdlFimpRxm1ZkUgIP.6iw,Regatta,P4abE.LORLGrEEDFL3KFVw,"31/1/2026, 6:30:00 p. m.","31/1/2026, 10:20:00 p. m.","Being aggressive in the pre start 

Solid platform UP (flat to a bit LW heel sometimes)
 Moding DW, how to use the pressure to accelerate instead of soaking or bearing away while we are getting it",,,"Energy when the result don’t cover our expectations

Speed UW

Wining lanes off the line",,,Starting from the middle seem to be a great lane ,,
a.LY6KBF-SgGQEAPtb9Ajbw,Training,P4abE.LORLGrEEDFL3KFVw,"2/2/2026, 9:10:00 p. m.","2/2/2026, 11:06:00 p. m.","-port start comms
-moding UW
",,"-Great figure of 8s. Being able to bear away with no problem

-UW strategy was great

",-being more secure of what’s the first move in the DW ,,,,,
fQ3yMmH-ReuoegeHkR8kaw,Training,P4abE.LORLGrEEDFL3KFVw,"4/2/2026, 10:10:00 p. m.","4/2/2026, 11:55:00 p. m.","Try flatter main and jib

Accelerations practice

Accuracy into steering and sails trim",,"Open to try things with no margin

DW tools to play with modes. How, when and where

Great interaction to bring more understanding or what we are looking for , and setting bases on what to follow in each cross over (heel, pitch, sails, trapezes, etc..)
","Start execution depending on each situation. 
If we are LW of the pack, good to be a bit behind but to use it to accelerate just before in a high vmg to keep close to the group and have the control 

DW, learn what to use in wich moment. We are understanding better the speed cycle and finding the right coms from Ian so nev can choose on what can work to change slightly the moding and make gains

UW, when we play with the lowers, we need to play with the main sheet to learn the limits. This means that main sheet will be softer and there will be moments that we will be able to trim harder

Accelerations, need to be able to point higher after the pump, the boat won’t develop more speed by being bow lower

UW Jib triming, we can trim it harder in average
",,,,,
AsKwtC7bRLuLa4jb7N9zcA,Regatta,P4abE.LORLGrEEDFL3KFVw,"5/2/2026, 8:15:00 p. m.","6/2/2026, 12:15:00 a. m.",,,"Starts execution and lanes off the line to the favoured side of the course

Gate rounding has been allways the favoured one","DW moves 

When to dig into pressure and when to tack the edge

Bring more comms of the big picture (wind, other boats)

Being in phase or digging more into pressure (windsurfing mode/ style)",,3-3-6-1,"“Pete’s lane”. Not tacking early or after, getting as close as we can without grtting roled to dig as much as we can into a pressure",,
L.tnTOMISPu2E48fHGxv9w,Regatta,P4abE.LORLGrEEDFL3KFVw,"6/2/2026, 8:35:00 p. m.","6/2/2026, 11:40:00 p. m.","Shifting between wind phase and stasionary pressures to digg into them

Ian bringing questions so facts pop out

Interaction between races. Share without tacking it personal so we can try and learn. This will help Nev to don’t take 100% responsibility in mistakes and having more an opportunity to see what he was thinking and share the outcome of it
",,"Speed was great UW

Port start excecution. We been allways the leading boat to the right and this gave us free space to work the speed and it end up paying a lot

Mark roundings and first desicion after it","Heeling DW. Will be nice to practice when to get the boat flat to WW and find the right moment to do it so we can release the kite and still get pressure from it

Understanding the different types of jib triming depending on the angle through the waves, the pressure and the moding

-checking the traps loops at the spreaders! We broken one today",,1-2-2-ret,,,
odVgEL3NSayPc4tbO2gCjQ,Regatta,P4abE.LORLGrEEDFL3KFVw,"7/2/2026, 7:20:00 p. m.","7/2/2026, 11:30:00 p. m.","Stay together in though moments

",,,"Got trapped after the starts in lanes that weren’t the best ones to win our side

Make sure in the DW that if we do gybes, the have a good sense. Don’t forget that we are still manouvering and there is some loss by doing it

when aproaching the top mark and the wind is solid, opportunities to cover or close the side quicker before the boats to WW of us get to strong",,3/5/8,,,
dnCrNv6NQ5KzAeMKSvdn7Q,Training,cKL1Uo11QDWnwEfu0vz39Q,"17/2/2026, 10:30:00 a. m.","17/2/2026, 1:35:00 p. m.",,,"- viradas de buenas a malas
- llevada mas liberado
- largada con el reloj ahí en el track
- tiempo a la linea y tiempo
- comunicación antes de las boyas
","- laylines popa pre kiwi drop
",,,,,
3eLLc1WGTMOcXD7m185-5g,Training,cKL1Uo11QDWnwEfu0vz39Q,"8/2/2026, 6:26:00 p. m.","19/2/2026, 8:26:00 p. m.",,,,,,,,,
EOe5fRw-SZqM2LVQflXKpA,Training,cKL1Uo11QDWnwEfu0vz39Q,"9/2/2026, 6:10:00 p. m.","9/2/2026, 8:10:00 p. m.",,,,,,,,,
voqOKeFmQEi3Ue-ZGqFmXw,Training,cKL1Uo11QDWnwEfu0vz39Q,"10/2/2026, 3:28:00 p. m.","10/2/2026, 5:28:00 p. m.",,,,,,,,,
AprV0xZORSu.7yoOTC1P3A,Training,cKL1Uo11QDWnwEfu0vz39Q,"11/2/2026, 3:28:00 p. m.","11/2/2026, 4:28:00 p. m.",,,,,,,,,
JnKWtU5NTYawuHPXKLXVvQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"12/2/2026, 3:29:00 p. m.","12/2/2026, 6:29:00 p. m.",,,,,,,,,
Sw0lrVzdQnupkazYW1UjIQ,Training,cKL1Uo11QDWnwEfu0vz39Q,"13/2/2026, 11:00:00 a. m.","13/2/2026, 2:29:00 p. m.","- linea recta probar no volver tan temprano con la mayor y corregir con la proa
- Probar alto mas suelto (-1) buen feeling
- Ajustar puesta a punto tras ver mayor muy plana
- probar gancho al medio y foque mas alto",,,,,,,,
hTua11MaRiSKG5VdzMnibg,Training,cKL1Uo11QDWnwEfu0vz39Q,"16/2/2026, 6:20:00 p. m.","16/2/2026, 8:31:00 p. m.",,,,,,,,,
aslKr868QN-uBRM6R8KGhg,Training,cKL1Uo11QDWnwEfu0vz39Q,"21/2/2026, 4:55:00 p. m.","21/2/2026, 7:30:00 p. m.","- navegar con el alto en -1,5 buscar control con eso (feeling que dio es que pide al toque mas vueltas salimos con 20 pasamos a 24 y la mayor bajo 10 kilos)

- Animarse a soltar lo mas posible sin que la proa se vaya para abajo (saber cuando recuperar y hacerlo rapido)

- elegir los momentos para mandarlo y que acelere (evitando caer a reach)

- popa entrar con seguridad a las trasluchadas, y colgarme bien del globo mientras me meto. (Falta practicar pasarlo mas tarde) 

- Maxi escora controlada en la entrada a las trasluchadas nos daba llegar bien a la plataforma",true,,,,,,,
NMoS918rQjCBiYa29dZABA,Training,s-5FaxFkRdOz4AIxdbvTmQ,"3/3/2026, 12:20:00 p. m.","3/3/2026, 2:00:00 p. m.","- Probar el barco y revisar las cosas
- Navegar linea recta",,"- Gibes seguras
- Buenos momentos en ceñida (clave apretar de 20 a 24 y - 5,5)","- Linea recta machear las negadas mejor
- Mirar por la espalda las rachas para que esas no nos traben para arriba
- Practicar en ceñida y probar en popa entrar con un poco de escora a las calmas",,,,,
HOd2Du9RRKSoUPNWZw-ojw,Training,aRYkAb6uQzWW459j8m4xhg,"4/3/2026, 11:45:00 a. m.","4/3/2026, 1:45:00 p. m.","First day on the water with a rented boat

Offshore wind, eyes out

Speed test and tuning",,"Attitude & energy

Good moments UW. When to follow a header prioritizing more rudder, and when to get ready for give some grip to the rudder when we are loosing the apparent 

","UW transitions try to squeeze as much as possible before Ian makes the big step forward to the turn buckles. 
Try to stay out and when the lull comes, crunch quick and speak loud about where’s the new bow

Tacks, realize when a tack will be loosing grip when Nev touches the tiller and when is a longer entry. 

",,,,,
0fnNcfxfQQuGaIi69v-9zw,Training,s-5FaxFkRdOz4AIxdbvTmQ,"4/3/2026, 9:57:00 a. m.","4/3/2026, 11:25:00 a. m.",,,"- Buena primera popa com los ger y dickson
- Buenos momentos de balance en ceñida entrar con contra escora a la racha para seguir plano
- Gibes fueron en mejoria del lado seguro 

Aprendisaje viradas sienpre con tension en la escota para entrar por mas que ese perdido el barco laburo de controlo y vamos call","- Entrar mas rapido en ritmo (por ahi no comer tan asi antes de bajar)
- Meter mejor entradas en calor
- Sensación rara en las entradas a las gybes buscar una mejor plataforma para poder hacer mas check de globo ",,,,,
MaERPYwBTT-BE.1WFNE3Gw,Training,aRYkAb6uQzWW459j8m4xhg,"5/3/2026, 8:45:00 a. m.","5/3/2026, 11:45:00 a. m.","Speed UW DW

Wind reading. Stationary gusts, tack in the shift or digg into the pressure

Starts, get back into it",,"Interaction! Good comms and conversations about different topics

Took great opportunities in the racing.
Great straight set with a leftie and everyone gybeset.

Good moments in the UW going flat in the main ready to rip (important if we are LW boat to check the boat on top si we don’t slide). Don’t sail for feeling in those moments

","Matching the leeches DW. If the boat accelerate by realising the kite, we can follow with some main reales too.

Coordination UW when the swell is from behind.
Practice being aggressive to get rid of a LW boat.
Mostly when is marginal planing. Build the trust to get Ian lead it by putting the bow down with the main out and some cunno

When surfing UW, if the swell is from behind, make sure once we reach the speed we search for hight without loosing the planing. Sometimes is cracking the main in and asking for more jib too

Jib trimm DW. Default nevin does trim it back when is too loose

Gybes, Nev can work on getting quicker out with a flatter platform to engage it in waves and help to accelerate quicker",,,,,
